"Subject","Word","Pupil","Paragraph","Brightness","Story","Vividness","Suspense","Word_order"
"P10M31","story3_bright_klarhet",-0.254146753866495,"story3_bright","bright","story3",5,2,8
"P10M31","story3_bright_glinset_2",-0.238666292631134,"story3_bright","bright","story3",5,2,9
"P10M31","story3_dark1_kveldsmørket",0.228739270496626,"story3_dark1","dark","story3",5,2,1
"P10M31","story3_dark1_dunkle_3",0.167686783273125,"story3_dark1","dark","story3",5,2,2
"P10M31","story3_dark1_skygger_3",0.165591592242393,"story3_dark1","dark","story3",5,2,3
"P10M31","story3_dark1_beksvart_2",-0.0494083172101716,"story3_dark1","dark","story3",5,2,4
"P10M31","story3_dark1_mørke_3",-0.0382508722372541,"story3_dark1","dark","story3",5,2,5
"P10M31","story3_dark1_dyp",-0.185421504880892,"story3_dark1","dark","story3",5,2,6
"P10M31","story3_dark1_sort",-0.220340480497891,"story3_dark1","dark","story3",5,2,7
"P10M31","story3_dark1_ugjennomsiktig_2",-0.173244938519423,"story3_dark1","dark","story3",5,2,8
"P10M31","story3_dark1_nedtonet",-0.21588988889537,"story3_dark1","dark","story3",5,2,9
"P10M31","story3_dark1_skyggeaktig",-0.232773217171541,"story3_dark1","dark","story3",5,2,10
"P10M31","story3_dark2_nattens",0.0630843346439614,"story3_dark2","dark","story3",5,2,1
"P10M31","story3_dark2_mørke_4",0.0567796705171937,"story3_dark2","dark","story3",5,2,2
"P10M31","story3_dark2_formørkede",0.137222703215085,"story3_dark2","dark","story3",5,2,3
"P10M31","story3_dark2_dysterheten",0.0178731999892911,"story3_dark2","dark","story3",5,2,4
"P10M31","story3_dark2_dempede",-0.0252609451821968,"story3_dark2","dark","story3",5,2,5
"P10M31","story3_dark2_skygger_4",-0.0521309375165207,"story3_dark2","dark","story3",5,2,6
"P10M31","story3_dark2_beksvart_3",-0.166165694063168,"story3_dark2","dark","story3",5,2,7
"P10M31","story3_dark2_uklare",-0.191657990406678,"story3_dark2","dark","story3",5,2,8
"P10M31","story3_dark2_nattaktive",-0.186230172066305,"story3_dark2","dark","story3",5,2,9
"P10M31","story4_bright_frontlysene",0.176664902788413,"story4_bright","bright","story4",5,5,1
"P10M31","story4_bright_blendende_3",0.120747144550412,"story4_bright","bright","story4",5,5,2
"P10M31","story4_bright_lysstråler",0.265725521400015,"story4_bright","bright","story4",5,5,3
"P10M31","story4_bright_glødende_2",-0.0422140262460338,"story4_bright","bright","story4",5,5,4
"P10M31","story4_bright_lyskilde",0.0186273660502344,"story4_bright","bright","story4",5,5,5
"P10M31","story4_bright_lyskasterne",-0.161255588812784,"story4_bright","bright","story4",5,5,6
"P10M31","story4_bright_gnistrende_2",-0.232150572319449,"story4_bright","bright","story4",5,5,7
"P10M31","story4_bright_strålene_2",-0.23188406912192,"story4_bright","bright","story4",5,5,8
"P10M31","story4_bright_skinnende_3",-0.199818062363909,"story4_bright","bright","story4",5,5,9
"P10M31","story4_bright_klarheten",-0.234061234361551,"story4_bright","bright","story4",5,5,10
"P10M31","story4_dark1_nattsvart",0.0649687460904198,"story4_dark1","dark","story4",5,5,1
"P10M31","story4_dark1_dunkle_4",0.14681391912317,"story4_dark1","dark","story4",5,5,2
"P10M31","story4_dark1_dempede_2",0.0956128644083829,"story4_dark1","dark","story4",5,5,3
"P10M31","story4_dark1_nattlig",0.0197000918863826,"story4_dark1","dark","story4",5,5,4
"P10M31","story4_dark1_dunkelhet",-0.0744896394527579,"story4_dark1","dark","story4",5,5,5
"P10M31","story4_dark1_uklare_2",-0.292684555256515,"story4_dark1","dark","story4",5,5,6
"P10M31","story4_dark1_svartheten_2",-0.258437498450969,"story4_dark1","dark","story4",5,5,7
"P10M31","story4_dark1_skyggeleggende",-0.236348479436809,"story4_dark1","dark","story4",5,5,8
"P10M31","story4_dark1_mørket_2",-0.270872740750389,"story4_dark1","dark","story4",5,5,9
"P10M31","story4_dark1_nedtonede",-0.222788813230465,"story4_dark1","dark","story4",5,5,10
"P10M31","story4_dark2_slukkede",0.218268873692223,"story4_dark2","dark","story4",5,5,1
"P10M31","story4_dark2_skyggeverdenen",0.0592283195488005,"story4_dark2","dark","story4",5,5,2
"P10M31","story4_dark2_mørke_5",-0.0466531494736865,"story4_dark2","dark","story4",5,5,3
"P10M31","story4_dark2_skyggene",-0.129183826436981,"story4_dark2","dark","story4",5,5,4
"P10M31","story4_dark2_bekmørke",-0.217581567169086,"story4_dark2","dark","story4",5,5,5
"P10M31","story4_dark2_ugjennomsiktige",-0.297816142435109,"story4_dark2","dark","story4",5,5,6
"P10M31","story4_dark2_dunkle_5",-0.173465237477792,"story4_dark2","dark","story4",5,5,7
"P10M31","story4_dark2_kullsvarte",-0.195989623210958,"story4_dark2","dark","story4",5,5,8
"P10M31","story4_dark2_sorte_2",-0.269988514814097,"story4_dark2","dark","story4",5,5,9
"P11F23","story1_bright1_strålende",-0.00677403945442623,"story1_bright1","bright","story1",4,5,1
"P11F23","story1_bright1_sommerdag",-0.116191490229398,"story1_bright1","bright","story1",4,5,2
"P11F23","story1_bright1_solstrålene",0.113202776770706,"story1_bright1","bright","story1",4,5,3
"P11F23","story1_bright1_skinte",0.171226926518184,"story1_bright1","bright","story1",4,5,4
"P11F23","story1_bright1_skimret",-0.0358669390298201,"story1_bright1","bright","story1",4,5,5
"P11F23","story1_bright1_blendende",-0.0186728273657594,"story1_bright1","bright","story1",4,5,6
"P11F23","story1_bright1_lyset",0.0131938818480508,"story1_bright1","bright","story1",4,5,7
"P11F23","story1_bright1_glinset",-0.088875754936644,"story1_bright1","bright","story1",4,5,8
"P11F23","story1_bright1_solfylt",0.0103193812440186,"story1_bright1","bright","story1",4,5,9
"P11F23","story1_bright2_klare",0.112482298767104,"story1_bright2","bright","story1",4,5,1
"P11F23","story1_bright2_lyset_2",0.131817802068254,"story1_bright2","bright","story1",4,5,2
"P11F23","story1_bright2_strålende_2",0.17317548730956,"story1_bright2","bright","story1",4,5,3
"P11F23","story1_bright2_hvite",0.140490671705016,"story1_bright2","bright","story1",4,5,4
"P11F23","story1_bright2_blendende_2",-0.0313351924363492,"story1_bright2","bright","story1",4,5,5
"P11F23","story1_bright2_dagslys",-0.0201591334338052,"story1_bright2","bright","story1",4,5,6
"P11F23","story1_bright2_sollyset",-0.0117030736281009,"story1_bright2","bright","story1",4,5,7
"P11F23","story1_bright2_gyllen",-0.0471772482093217,"story1_bright2","bright","story1",4,5,8
"P11F23","story1_bright2_glød",-0.0439775014890233,"story1_bright2","bright","story1",4,5,9
"P11F23","story1_bright2_glitrende",-0.0916746882870831,"story1_bright2","bright","story1",4,5,10
"P11F23","story1_dark_mørk",0.204596525402657,"story1_dark","dark","story1",4,5,1
"P11F23","story1_dark_tunnel",0.175255806426832,"story1_dark","dark","story1",4,5,2
"P11F23","story1_dark_sorte",-0.001726830825643,"story1_dark","dark","story1",4,5,3
"P11F23","story1_dark_svarte",-0.0232395264096673,"story1_dark","dark","story1",4,5,4
"P11F23","story1_dark_skygger",0.0125617717944192,"story1_dark","dark","story1",4,5,5
"P11F23","story1_dark_bekmørk",-0.00137284023653789,"story1_dark","dark","story1",4,5,6
"P11F23","story1_dark_natt",-0.0893421718946954,"story1_dark","dark","story1",4,5,7
"P11F23","story1_dark_dunkle",-0.0592144788808242,"story1_dark","dark","story1",4,5,8
"P11F23","story1_dark_skyggeområdet",-0.0663529340115028,"story1_dark","dark","story1",4,5,9
"P11F23","story1_dark_kullsvart",0.0212247245487052,"story1_dark","dark","story1",4,5,10
"P11F23","story2_bright1_skinnende",0.0260440901772854,"story2_bright1","bright","story2",4,3,1
"P11F23","story2_bright1_belysningen",0.0115850423830217,"story2_bright1","bright","story2",4,3,2
"P11F23","story2_bright1_spotlysene",0.055165930313401,"story2_bright1","bright","story2",4,3,3
"P11F23","story2_bright1_lampenes",-0.0193429885918461,"story2_bright1","bright","story2",4,3,4
"P11F23","story2_bright1_opplysning",-0.00745875351487894,"story2_bright1","bright","story2",4,3,5
"P11F23","story2_bright1_hvite_2",-0.0125033637752878,"story2_bright1","bright","story2",4,3,6
"P11F23","story2_bright1_klareheten",-0.00210826272348107,"story2_bright1","bright","story2",4,3,7
"P11F23","story2_bright1_lyskilden",-0.0895100511391969,"story2_bright1","bright","story2",4,3,8
"P11F23","story2_bright1_strålende_3",0.035045660309663,"story2_bright1","bright","story2",4,3,9
"P11F23","story2_bright1_lysstyrken",0.0312412717456351,"story2_bright1","bright","story2",4,3,10
"P11F23","story2_bright2_fyrlykt",0.113985469680686,"story2_bright2","bright","story2",4,3,1
"P11F23","story2_bright2_gjennomskinnelig",0.103941209472441,"story2_bright2","bright","story2",4,3,2
"P11F23","story2_bright2_lys",0.110297444954736,"story2_bright2","bright","story2",4,3,3
"P11F23","story2_bright2_opplyste",-0.0553222659875594,"story2_bright2","bright","story2",4,3,4
"P11F23","story2_bright2_skimrende",0.0253602427496687,"story2_bright2","bright","story2",4,3,5
"P11F23","story2_bright2_strålene",-0.00442052281134221,"story2_bright2","bright","story2",4,3,6
"P11F23","story2_bright2_gløden",-0.0469970626865658,"story2_bright2","bright","story2",4,3,7
"P11F23","story2_bright2_lampene",-0.0672169358746221,"story2_bright2","bright","story2",4,3,8
"P11F23","story2_bright2_gylne",-0.0354450571564619,"story2_bright2","bright","story2",4,3,9
"P11F23","story2_bright2_glansen",0.0223882233939917,"story2_bright2","bright","story2",4,3,10
"P11F23","story2_dark_ugjennomsiktig",0.116123855923896,"story2_dark","dark","story2",4,3,1
"P11F23","story2_dark_mørke",0.116575981194817,"story2_dark","dark","story2",4,3,2
"P11F23","story2_dark_beksvart",0.162212479273104,"story2_dark","dark","story2",4,3,3
"P11F23","story2_dark_svartheten",0.0898362246723282,"story2_dark","dark","story2",4,3,4
"P11F23","story2_dark_dystre",-0.0549942870336786,"story2_dark","dark","story2",4,3,5
"P11F23","story2_dark_mørket",-0.0560165227366266,"story2_dark","dark","story2",4,3,6
"P11F23","story2_dark_dunkle_2",-0.0262817483947514,"story2_dark","dark","story2",4,3,7
"P11F23","story2_dark_skygger_2",-0.0315241904779439,"story2_dark","dark","story2",4,3,8
"P11F23","story2_dark_mørke_2",-0.00932303158435833,"story2_dark","dark","story2",4,3,9
"P11F23","story2_dark_natten",-0.0524408585274152,"story2_dark","dark","story2",4,3,10
"P11F23","story3_bright_opplyst",0.131586646830744,"story3_bright","bright","story3",4,4,1
"P11F23","story3_bright_skinnende_2",0.10521384688441,"story3_bright","bright","story3",4,4,2
"P11F23","story3_bright_gnistrende",0.186386383139651,"story3_bright","bright","story3",4,4,3
"P11F23","story3_bright_belysningen_2",0.180675623907621,"story3_bright","bright","story3",4,4,4
"P11F23","story3_bright_strålte",-0.0378336432569288,"story3_bright","bright","story3",4,4,5
"P11F23","story3_bright_skimrende_2",-0.0356625725254163,"story3_bright","bright","story3",4,4,6
"P11F23","story3_bright_lyset_3",-0.0556406390373871,"story3_bright","bright","story3",4,4,7
"P11F23","story3_bright_glødende",-0.0340139457165469,"story3_bright","bright","story3",4,4,8
"P11F23","story3_bright_klarhet",-0.0247737936776306,"story3_bright","bright","story3",4,4,9
"P11F23","story3_bright_glinset_2",-0.00658324492742388,"story3_bright","bright","story3",4,4,10
"P11F23","story3_dark1_kveldsmørket",0.127841338818749,"story3_dark1","dark","story3",4,4,1
"P11F23","story3_dark1_dunkle_3",0.0408954096610735,"story3_dark1","dark","story3",4,4,2
"P11F23","story3_dark1_skygger_3",0.0394743485933448,"story3_dark1","dark","story3",4,4,3
"P11F23","story3_dark1_beksvart_2",-0.0326714926882968,"story3_dark1","dark","story3",4,4,4
"P11F23","story3_dark1_mørke_3",-0.0343758450936587,"story3_dark1","dark","story3",4,4,5
"P11F23","story3_dark1_sort",-0.0971664915067772,"story3_dark1","dark","story3",4,4,6
"P11F23","story3_dark1_ugjennomsiktig_2",-0.0519323076861185,"story3_dark1","dark","story3",4,4,7
"P11F23","story3_dark1_nedtonet",-0.0246813433641501,"story3_dark1","dark","story3",4,4,8
"P11F23","story3_dark1_skyggeaktig",0.0214971070668182,"story3_dark1","dark","story3",4,4,9
"P11F23","story3_dark2_nattens",0.188028718873828,"story3_dark2","dark","story3",4,4,1
"P11F23","story3_dark2_mørke_4",0.136580580375099,"story3_dark2","dark","story3",4,4,2
"P11F23","story3_dark2_formørkede",0.158148525846013,"story3_dark2","dark","story3",4,4,3
"P11F23","story3_dark2_dysterheten",0.156631095694721,"story3_dark2","dark","story3",4,4,4
"P11F23","story3_dark2_dempede",0.000307309538550865,"story3_dark2","dark","story3",4,4,5
"P11F23","story3_dark2_skygger_4",-0.0315907946240312,"story3_dark2","dark","story3",4,4,6
"P11F23","story3_dark2_uklare",-0.0551446975676736,"story3_dark2","dark","story3",4,4,7
"P11F23","story3_dark2_midnatten",-0.0347265810675033,"story3_dark2","dark","story3",4,4,8
"P11F23","story3_dark2_nattaktive",-0.099110803262569,"story3_dark2","dark","story3",4,4,9
"P11F23","story4_bright_frontlysene",0.0127350276733057,"story4_bright","bright","story4",4,4,1
"P11F23","story4_bright_blendende_3",0.181645337689009,"story4_bright","bright","story4",4,4,2
"P11F23","story4_bright_lysstråler",0.181940363837504,"story4_bright","bright","story4",4,4,3
"P11F23","story4_bright_glødende_2",0.0347318616623184,"story4_bright","bright","story4",4,4,4
"P11F23","story4_bright_lyskilde",0.0140597545284422,"story4_bright","bright","story4",4,4,5
"P11F23","story4_bright_lyskasterne",-0.0580269458694579,"story4_bright","bright","story4",4,4,6
"P11F23","story4_bright_gnistrende_2",-0.0401426100908113,"story4_bright","bright","story4",4,4,7
"P11F23","story4_bright_strålene_2",-0.0295235906634724,"story4_bright","bright","story4",4,4,8
"P11F23","story4_bright_skinnende_3",-0.0492104599885993,"story4_bright","bright","story4",4,4,9
"P11F23","story4_bright_klarheten",-0.0594503113525924,"story4_bright","bright","story4",4,4,10
"P11F23","story4_dark1_nattsvart",0.0831960556653333,"story4_dark1","dark","story4",4,4,1
"P11F23","story4_dark1_dunkle_4",0.178909325290933,"story4_dark1","dark","story4",4,4,2
"P11F23","story4_dark1_dempede_2",0.165038538451821,"story4_dark1","dark","story4",4,4,3
"P11F23","story4_dark1_nattlig",0.083768777034048,"story4_dark1","dark","story4",4,4,4
"P11F23","story4_dark1_dunkelhet",0.063859367599245,"story4_dark1","dark","story4",4,4,5
"P11F23","story4_dark1_uklare_2",-0.0162688541476085,"story4_dark1","dark","story4",4,4,6
"P11F23","story4_dark1_svartheten_2",-0.00424261035434614,"story4_dark1","dark","story4",4,4,7
"P11F23","story4_dark1_skyggeleggende",0.0207041951284718,"story4_dark1","dark","story4",4,4,8
"P11F23","story4_dark1_mørket_2",0.0180940151213282,"story4_dark1","dark","story4",4,4,9
"P11F23","story4_dark1_nedtonede",-0.0548730973287379,"story4_dark1","dark","story4",4,4,10
"P11F23","story4_dark2_slukkede",0.131875830219592,"story4_dark2","dark","story4",4,4,1
"P11F23","story4_dark2_skyggeverdenen",0.120805370282906,"story4_dark2","dark","story4",4,4,2
"P11F23","story4_dark2_mørklagte",0.101819486277579,"story4_dark2","dark","story4",4,4,3
"P11F23","story4_dark2_mørke_5",-0.0571838430609892,"story4_dark2","dark","story4",4,4,4
"P11F23","story4_dark2_skyggene",-0.0612479854024493,"story4_dark2","dark","story4",4,4,5
"P11F23","story4_dark2_bekmørke",0.010798211613311,"story4_dark2","dark","story4",4,4,6
"P11F23","story4_dark2_ugjennomsiktige",0.0211800760607708,"story4_dark2","dark","story4",4,4,7
"P11F23","story4_dark2_dunkle_5",-0.0992830380567028,"story4_dark2","dark","story4",4,4,8
"P11F23","story4_dark2_kullsvarte",-0.0553946626817076,"story4_dark2","dark","story4",4,4,9
"P11F23","story4_dark2_sorte_2",-0.0788897723481639,"story4_dark2","dark","story4",4,4,10
"P12F27","story1_bright1_strålende",-0.240215881842071,"story1_bright1","bright","story1",7,2,1
"P12F27","story1_bright1_sommerdag",-0.208665052003026,"story1_bright1","bright","story1",7,2,2
"P12F27","story1_bright1_solstrålene",-0.131552525575254,"story1_bright1","bright","story1",7,2,3
"P12F27","story1_bright1_skinte",-0.208787939215749,"story1_bright1","bright","story1",7,2,4
"P12F27","story1_bright1_skimret",-0.403931071022807,"story1_bright1","bright","story1",7,2,5
"P12F27","story1_bright1_blendende",-0.456226579965851,"story1_bright1","bright","story1",7,2,6
"P12F27","story1_bright1_lyset",-0.457394270791911,"story1_bright1","bright","story1",7,2,7
"P12F27","story1_bright1_glinset",-0.546511156684961,"story1_bright1","bright","story1",7,2,8
"P12F27","story1_bright1_solfylt",-0.540869301819662,"story1_bright1","bright","story1",7,2,9
"P12F27","story1_bright2_klare",-0.147282590805838,"story1_bright2","bright","story1",7,2,1
"P12F27","story1_bright2_lyset_2",-0.164638814294594,"story1_bright2","bright","story1",7,2,2
"P12F27","story1_bright2_strålende_2",-0.394622696445657,"story1_bright2","bright","story1",7,2,3
"P12F27","story1_bright2_hvite",-0.386137136351017,"story1_bright2","bright","story1",7,2,4
"P12F27","story1_bright2_blendende_2",-0.574558286647893,"story1_bright2","bright","story1",7,2,5
"P12F27","story1_bright2_dagslys",-0.584018266057956,"story1_bright2","bright","story1",7,2,6
"P12F27","story1_bright2_sollyset",-0.616552364022167,"story1_bright2","bright","story1",7,2,7
"P12F27","story1_bright2_gyllen",-0.616877522254088,"story1_bright2","bright","story1",7,2,8
"P12F27","story1_bright2_glød",-0.578511444538533,"story1_bright2","bright","story1",7,2,9
"P12F27","story1_bright2_glitrende",-0.649183833357194,"story1_bright2","bright","story1",7,2,10
"P12F27","story1_dark_mørk",-0.153473286634124,"story1_dark","dark","story1",7,2,1
"P12F27","story1_dark_tunnel",-0.145340093889093,"story1_dark","dark","story1",7,2,2
"P12F27","story1_dark_sorte",-0.411176749010964,"story1_dark","dark","story1",7,2,3
"P12F27","story1_dark_svarte",-0.453065849616708,"story1_dark","dark","story1",7,2,4
"P12F27","story1_dark_skygger",-0.493658283465189,"story1_dark","dark","story1",7,2,5
"P12F27","story1_dark_bekmørk",-0.542118355175468,"story1_dark","dark","story1",7,2,6
"P12F27","story1_dark_natt",-0.542470762590298,"story1_dark","dark","story1",7,2,7
"P12F27","story1_dark_dunkle",-0.6017798302632,"story1_dark","dark","story1",7,2,8
"P12F27","story1_dark_skyggeområdet",-0.598837274609782,"story1_dark","dark","story1",7,2,9
"P12F27","story1_dark_kullsvart",-0.521296125492247,"story1_dark","dark","story1",7,2,10
"P12F27","story2_bright1_skinnende",-0.203312018570483,"story2_bright1","bright","story2",6,5,1
"P12F27","story2_bright1_belysningen",-0.128170897268628,"story2_bright1","bright","story2",6,5,2
"P12F27","story2_bright1_spotlysene",-0.45781277976731,"story2_bright1","bright","story2",6,5,3
"P12F27","story2_bright1_lampenes",-0.583725873814228,"story2_bright1","bright","story2",6,5,4
"P12F27","story2_bright1_opplysning",-0.542100996964872,"story2_bright1","bright","story2",6,5,5
"P12F27","story2_bright1_hvite_2",-0.642294332062681,"story2_bright1","bright","story2",6,5,6
"P12F27","story2_bright1_klareheten",-0.591491797886567,"story2_bright1","bright","story2",6,5,7
"P12F27","story2_bright1_lyskilden",-0.571548678228102,"story2_bright1","bright","story2",6,5,8
"P12F27","story2_bright1_strålende_3",-0.580617215592493,"story2_bright1","bright","story2",6,5,9
"P12F27","story2_bright1_lysstyrken",-0.580694309515645,"story2_bright1","bright","story2",6,5,10
"P12F27","story2_bright2_fyrlykt",-0.172055950220898,"story2_bright2","bright","story2",6,5,1
"P12F27","story2_bright2_gjennomskinnelig",-0.475570515862604,"story2_bright2","bright","story2",6,5,2
"P12F27","story2_bright2_lys",-0.459561530495879,"story2_bright2","bright","story2",6,5,3
"P12F27","story2_bright2_opplyste",-0.523227613780593,"story2_bright2","bright","story2",6,5,4
"P12F27","story2_bright2_skimrende",-0.590743946985276,"story2_bright2","bright","story2",6,5,5
"P12F27","story2_bright2_strålene",-0.591307748057282,"story2_bright2","bright","story2",6,5,6
"P12F27","story2_bright2_gløden",-0.577160334323905,"story2_bright2","bright","story2",6,5,7
"P12F27","story2_bright2_lampene",-0.575339509648073,"story2_bright2","bright","story2",6,5,8
"P12F27","story2_bright2_gylne",-0.604292209429001,"story2_bright2","bright","story2",6,5,9
"P12F27","story2_bright2_glansen",-0.648736793405592,"story2_bright2","bright","story2",6,5,10
"P12F27","story2_dark_ugjennomsiktig",-0.130260254702524,"story2_dark","dark","story2",6,5,1
"P12F27","story2_dark_mørke",-0.173905367188088,"story2_dark","dark","story2",6,5,2
"P12F27","story2_dark_beksvart",-0.386152620802077,"story2_dark","dark","story2",6,5,3
"P12F27","story2_dark_svartheten",-0.483377662245655,"story2_dark","dark","story2",6,5,4
"P12F27","story2_dark_dystre",-0.548272500121016,"story2_dark","dark","story2",6,5,5
"P12F27","story2_dark_mørket",-0.550079958736316,"story2_dark","dark","story2",6,5,6
"P12F27","story2_dark_dunkle_2",-0.621784881595967,"story2_dark","dark","story2",6,5,7
"P12F27","story2_dark_skygger_2",-0.603278826083427,"story2_dark","dark","story2",6,5,8
"P12F27","story2_dark_mørke_2",-0.668290645413275,"story2_dark","dark","story2",6,5,9
"P12F27","story2_dark_natten",-0.684619241501049,"story2_dark","dark","story2",6,5,10
"P12F27","story3_bright_opplyst",-0.293196038029792,"story3_bright","bright","story3",6,2,1
"P12F27","story3_bright_skinnende_2",-0.289507809683149,"story3_bright","bright","story3",6,2,2
"P12F27","story3_bright_gnistrende",-0.478438033841794,"story3_bright","bright","story3",6,2,3
"P12F27","story3_bright_belysningen_2",-0.447762416883479,"story3_bright","bright","story3",6,2,4
"P12F27","story3_bright_strålte",-0.583323678933472,"story3_bright","bright","story3",6,2,5
"P12F27","story3_bright_skimrende_2",-0.593412730157446,"story3_bright","bright","story3",6,2,6
"P12F27","story3_bright_lyset_3",-0.582082113970283,"story3_bright","bright","story3",6,2,7
"P12F27","story3_bright_glødende",-0.607177570956164,"story3_bright","bright","story3",6,2,8
"P12F27","story3_bright_klarhet",-0.586672748956311,"story3_bright","bright","story3",6,2,9
"P12F27","story3_bright_glinset_2",-0.527370856785703,"story3_bright","bright","story3",6,2,10
"P12F27","story3_dark1_kveldsmørket",0.000848803120282219,"story3_dark1","dark","story3",6,2,1
"P12F27","story3_dark1_dunkle_3",-0.379212674307784,"story3_dark1","dark","story3",6,2,2
"P12F27","story3_dark1_skygger_3",-0.374314138039888,"story3_dark1","dark","story3",6,2,3
"P12F27","story3_dark1_beksvart_2",-0.468947866047157,"story3_dark1","dark","story3",6,2,4
"P12F27","story3_dark1_mørke_3",-0.458774796414235,"story3_dark1","dark","story3",6,2,5
"P12F27","story3_dark1_dyp",-0.561205830309321,"story3_dark1","dark","story3",6,2,6
"P12F27","story3_dark1_sort",-0.555973863047271,"story3_dark1","dark","story3",6,2,7
"P12F27","story3_dark1_ugjennomsiktig_2",-0.595450837623256,"story3_dark1","dark","story3",6,2,8
"P12F27","story3_dark1_nedtonet",-0.561893290695651,"story3_dark1","dark","story3",6,2,9
"P12F27","story3_dark1_skyggeaktig",-0.547123003792513,"story3_dark1","dark","story3",6,2,10
"P12F27","story3_dark2_nattens",-0.213123764182202,"story3_dark2","dark","story3",6,2,1
"P12F27","story3_dark2_mørke_4",-0.193937349465457,"story3_dark2","dark","story3",6,2,2
"P12F27","story3_dark2_formørkede",-0.467196112019134,"story3_dark2","dark","story3",6,2,3
"P12F27","story3_dark2_dysterheten",-0.453382180346623,"story3_dark2","dark","story3",6,2,4
"P12F27","story3_dark2_dempede",-0.525771457226572,"story3_dark2","dark","story3",6,2,5
"P12F27","story3_dark2_skygger_4",-0.538100787796056,"story3_dark2","dark","story3",6,2,6
"P12F27","story3_dark2_beksvart_3",-0.589200571715822,"story3_dark2","dark","story3",6,2,7
"P12F27","story3_dark2_uklare",-0.635461623204467,"story3_dark2","dark","story3",6,2,8
"P12F27","story3_dark2_midnatten",-0.572718382550129,"story3_dark2","dark","story3",6,2,9
"P12F27","story3_dark2_nattaktive",-0.57439819821152,"story3_dark2","dark","story3",6,2,10
"P12F27","story4_dark2_slukkede",-0.35329593089558,"story4_dark2","dark","story4",5,2,1
"P12F27","story4_dark2_skyggeverdenen",-0.324172206445337,"story4_dark2","dark","story4",5,2,2
"P12F27","story4_dark2_mørklagte",-0.59694557937001,"story4_dark2","dark","story4",5,2,3
"P12F27","story4_dark2_mørke_5",-0.612019968836346,"story4_dark2","dark","story4",5,2,4
"P12F27","story4_dark2_skyggene",-0.567875826106041,"story4_dark2","dark","story4",5,2,5
"P12F27","story4_dark2_bekmørke",-0.585717581911619,"story4_dark2","dark","story4",5,2,6
"P12F27","story4_dark2_ugjennomsiktige",-0.60987136042171,"story4_dark2","dark","story4",5,2,7
"P12F27","story4_dark2_dunkle_5",-0.543465841017555,"story4_dark2","dark","story4",5,2,8
"P12F27","story4_dark2_kullsvarte",-0.437938170447,"story4_dark2","dark","story4",5,2,9
"P12F27","story4_dark2_sorte_2",-0.68798279190246,"story4_dark2","dark","story4",5,2,10
"P13F28","story1_bright1_strålende",-0.000265356148893295,"story1_bright1","bright","story1",5,5,1
"P13F28","story1_bright1_sommerdag",0.0440625991899487,"story1_bright1","bright","story1",5,5,2
"P13F28","story1_bright1_solstrålene",0.0619185539672118,"story1_bright1","bright","story1",5,5,3
"P13F28","story1_bright1_skinte",0.0161064517541237,"story1_bright1","bright","story1",5,5,4
"P13F28","story1_bright1_skimret",0.00162224428946561,"story1_bright1","bright","story1",5,5,5
"P13F28","story1_bright1_blendende",-0.0528593683918241,"story1_bright1","bright","story1",5,5,6
"P13F28","story1_bright1_lyset",-0.0462116603079576,"story1_bright1","bright","story1",5,5,7
"P13F28","story1_bright1_glinset",-0.0832075512956873,"story1_bright1","bright","story1",5,5,8
"P13F28","story1_bright1_solfylt",-0.121915001364891,"story1_bright1","bright","story1",5,5,9
"P13F28","story1_bright2_strålende_2",0.0212942519974495,"story1_bright2","bright","story1",5,5,1
"P13F28","story1_bright2_hvite",0.0436499305780575,"story1_bright2","bright","story1",5,5,2
"P13F28","story1_bright2_blendende_2",-0.00959314067780184,"story1_bright2","bright","story1",5,5,3
"P13F28","story1_bright2_dagslys",-0.0729024800820986,"story1_bright2","bright","story1",5,5,4
"P13F28","story1_bright2_sollyset",-0.0481650341119092,"story1_bright2","bright","story1",5,5,5
"P13F28","story1_bright2_gyllen",-0.0778774144958836,"story1_bright2","bright","story1",5,5,6
"P13F28","story1_bright2_glød",-0.118840910091755,"story1_bright2","bright","story1",5,5,7
"P13F28","story1_bright2_glitrende",-0.126505476071355,"story1_bright2","bright","story1",5,5,8
"P13F28","story1_dark_mørk",0.151083955951912,"story1_dark","dark","story1",5,5,1
"P13F28","story1_dark_tunnel",0.13015584294394,"story1_dark","dark","story1",5,5,2
"P13F28","story1_dark_sorte",-0.0153265057177322,"story1_dark","dark","story1",5,5,3
"P13F28","story1_dark_svarte",-0.0200454572997449,"story1_dark","dark","story1",5,5,4
"P13F28","story1_dark_skygger",-0.0549936446889755,"story1_dark","dark","story1",5,5,5
"P13F28","story1_dark_bekmørk",-0.0420189442413535,"story1_dark","dark","story1",5,5,6
"P13F28","story1_dark_natt",-0.0405693110139762,"story1_dark","dark","story1",5,5,7
"P13F28","story1_dark_dunkle",-0.0660905848348936,"story1_dark","dark","story1",5,5,8
"P13F28","story1_dark_skyggeområdet",-0.0814817118106306,"story1_dark","dark","story1",5,5,9
"P13F28","story1_dark_kullsvart",-0.102591040073935,"story1_dark","dark","story1",5,5,10
"P13F28","story2_bright1_skinnende",0.00390357758638612,"story2_bright1","bright","story2",5,4,1
"P13F28","story2_bright1_belysningen",-0.000104515963262862,"story2_bright1","bright","story2",5,4,2
"P13F28","story2_bright1_spotlysene",0.0341513109390538,"story2_bright1","bright","story2",5,4,3
